id,correct
0,1
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,1
11,1
12,0
13,0
14,1
15,0
16,0
17,1
18,0
19,0
20,1
21,1
22,0
23,1
24,1
25,1
26,0
27,0
28,1
29,1
30,1
31,1
32,0
33,0
34,1
35,1
36,1
37,1
38,1
39,1
40,0
41,0
42,1
43,1
44,0
45,1
46,1
47,0
48,1
49,1
50,0
51,1
52,0
53,1
54,0
55,0
56,0
57,1
58,0
59,0
60,0
61,1
62,1
63,1
64,0
65,1
66,1
67,1
68,1
69,1
70,0
71,0
72,1
73,1
74,0
75,0
76,1
77,1
78,0
79,1
80,1
81,1
82,0
83,0
84,1
85,0
86,0
87,1
88,0
89,0
90,1
91,1
92,0
93,1
94,1
95,1
96,1
97,0
98,1
99,1
100,1
101,1
102,1
103,0
104,1
105,0
106,0
107,0
108,1
109,1
110,0
111,0
112,1
113,1
114,0
115,1
116,1
117,1
118,1
119,0
120,0
121,1
122,0
123,1
124,0
125,0
126,0
127,1
128,0
129,0
130,0
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,0
141,1
142,0
143,1
144,0
145,0
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,0
155,1
156,1
157,0
158,0
159,0
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,0
173,0
174,0
175,0
176,1
177,1
178,1
179,0
180,0
181,0
182,1
183,1
184,1
185,1
186,0
187,0
188,0
189,1
190,0
191,1
192,0
193,0
194,1
195,0
196,0
197,1
198,0
199,0
200,0
201,1
202,1
203,1
204,0
205,1
206,0
207,1
208,1
209,1
210,1
211,1
212,0
213,0
214,1
215,0
216,1
217,0
218,0
219,0
220,0
221,0
222,1
223,1
224,1
225,0
226,0
227,0
228,0
229,1
230,1
231,0
232,0
233,1
234,1
235,0
236,0
237,1
238,0
239,1
240,0
241,0
242,0
243,0
244,1
245,0
246,1
247,0
248,1
249,1
250,0
251,1
252,1
253,0
254,0
255,1
256,1
257,1
258,1
259,0
260,0
261,0
262,1
263,0
264,1
265,1
266,1
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,0
275,0
276,1
277,0
278,1
279,1
280,0
281,1
282,0
283,0
284,0
285,0
286,1
287,1
288,1
289,1
290,0
291,1
292,1
293,1
294,0
295,1
296,0
297,1
298,0
299,0
300,1
301,1
302,1
303,1
304,0
305,1
306,1
307,0
308,0
309,0
310,1
311,1
312,1
313,0
314,1
315,1
316,1
317,0
318,1
319,0
320,0
321,1
322,0
323,0
324,0
325,1
326,1
327,1
328,1
329,0
330,1
331,0
332,1
333,1
334,1
335,0
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,0
346,0
347,1
348,0
349,1
350,0
351,1
352,0
353,1
354,1
355,1
356,1
357,1
358,1
359,0
360,0
361,0
362,0
363,1
364,0
365,1
366,1
367,0
368,0
369,0
370,1
371,1
372,0
373,0
374,0
375,1
376,1
377,1
378,0
379,1
380,0
381,1
382,0
383,1
384,1
385,0
386,1
387,1
388,0
389,0
390,0
391,1
392,1
393,1
394,0
395,0
396,0
397,1
398,0
399,1
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,1
409,1
410,0
411,0
412,1
413,0
414,1
415,1
416,1
417,1
418,1
419,0
420,1
421,0
422,1
423,1
424,0
425,1
426,0
427,1
428,1
429,0
430,0
431,0
432,0
433,1
434,1
435,0
436,0
437,1
438,1
439,1
440,0
441,1
442,1
443,0
444,1
445,1
446,1
447,0
448,1
449,1
450,1
451,1
452,0
453,0
454,1
455,0
456,1
457,1
458,1
459,0
460,0
461,1
462,1
463,1
464,1
465,1
466,0
467,1
468,0
469,0
470,0
471,1
472,0
473,0
474,0
475,1
476,0
477,1
478,0
479,1
480,1
481,1
482,1
483,1
484,0
485,1
486,1
487,1
488,1
489,0
490,1
491,0
492,1
493,1
494,1
495,1
496,1
497,0
498,0
499,0
500,1
501,1
502,0
503,0
504,1
505,1
506,1
507,1
508,0
509,1
510,1
511,1
512,1
513,0
514,1
515,1
516,1
517,1
518,0
519,1
520,0
521,0
522,0
523,0
524,0
525,1
526,1
527,1
528,1
529,0
530,1
531,1
532,0
533,1
534,0
535,0
536,1
537,1
538,1
539,0
540,0
541,1
542,0
543,1
544,1
545,1
546,1
547,1
548,0
549,1
550,0
551,1
552,1
553,1
554,0
555,0
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,0
564,0
565,1
566,0
567,1
568,1
569,1
570,1
571,1
572,0
573,1
574,1
575,1
576,0
577,0
578,1
579,1
580,1
581,0
582,1
583,0
584,0
585,1
586,0
587,1
588,0
589,0
590,0
591,0
592,1
593,0
594,1
595,1
596,1
597,1
598,0
599,1
600,1
601,1
602,0
603,1
604,0
605,1
606,1
607,1
608,0
609,0
610,0
611,0
612,1
613,0
614,0
615,1
616,1
617,1
618,1
619,1
620,0
621,1
622,0
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,0
631,0
632,0
633,1
634,1
635,1
636,0
637,0
638,1
639,1
640,0
641,1
642,1
643,1
644,0
645,1
646,0
647,1
648,0
649,1
650,1
651,1
652,0
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,0
661,0
662,1
663,0
664,1
665,1
666,0
667,0
668,0
669,1
670,1
671,0
672,0
673,1
674,1
675,0
676,0
677,1
678,1
679,1
680,1
681,0
682,1
683,0
684,0
685,1
686,1
687,1
688,0
689,1
690,1
691,1
692,0
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,0
703,1
704,1
705,1
706,0
707,1
708,0
709,0
710,0
711,1
712,1
713,0
714,1
715,0
716,0
717,1
718,0
719,0
720,1
721,0
722,0
723,0
724,0
725,1
726,0
727,0
728,1
729,0
730,0
731,1
732,0
733,0
734,0
735,1
736,1
737,1
738,0
739,1
740,1
741,1
742,0
743,0
744,1
745,1
746,1
747,0
748,0
749,1
750,0
751,0
752,1
753,0
754,1
755,0
756,0
757,1
758,1
759,1
760,0
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,0
771,0
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,0
786,1
787,1
788,0
789,1
790,0
791,1
792,0
793,0
794,1
795,1
796,0
797,1
798,0
799,1
800,0
801,1
802,0
803,1
804,0
805,0
806,1
807,1
808,0
809,1
810,1
811,0
812,1
813,0
814,0
815,0
816,1
817,0
818,1
819,0
820,1
821,1
822,0
823,0
824,1
825,1
826,1
827,0
828,1
829,0
830,0
831,1
832,1
833,1
834,1
835,1
836,0
837,1
838,1
839,1
840,1
841,0
842,1
843,0
844,0
845,0
846,1
847,1
848,1
849,0
850,1
851,0
852,1
853,1
854,0
855,1
856,1
857,1
858,0
859,1
860,0
861,0
862,1
863,0
864,1
865,0
866,1
867,0
868,1
869,1
870,1
871,1
872,1
873,0
874,0
875,0
876,1
877,1
878,0
879,0
880,1
881,0
882,0
883,1
884,0
885,0
886,1
887,0
888,0
889,0
890,1
891,0
892,1
893,0
894,1
895,1
896,1
897,1
898,0
899,0
900,1
901,0
902,1
903,0
904,0
905,1
906,1
907,0
908,0
909,0
910,0
911,0
912,0
913,1
914,1
915,0
916,0
917,1
918,1
919,1
920,1
921,1
922,0
923,0
924,1
925,1
926,1
927,1
928,1
929,1
930,0
931,0
932,0
933,0
934,1
935,0
936,0
937,0
938,0
939,0
940,1
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,0
949,1
950,1
951,0
952,0
953,0
954,1
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,0
963,0
964,1
965,1
966,1
967,1
968,0
969,0
970,0
971,1
972,0
973,1
974,1
975,0
976,0
977,1
978,1
979,0
980,1
981,0
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,0
992,1
993,1
994,1
995,1
996,1
997,0
998,0
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,0
1007,1
1008,1
1009,0
1010,0
1011,0
1012,1
1013,1
1014,1
1015,1
1016,0
1017,0
1018,1
1019,0
1020,0
1021,1
1022,1
1023,1
1024,1
1025,0
1026,1
1027,1
1028,1
1029,0
1030,1
1031,1
1032,0
1033,1
1034,1
1035,0
1036,1
1037,1
1038,1
1039,1
1040,0
1041,0
1042,1
1043,1
1044,1
1045,0
1046,1
1047,0
1048,0
1049,1
1050,1
1051,0
1052,1
1053,1
1054,1
1055,1
1056,0
1057,1
1058,1
1059,1
1060,1
1061,0
1062,1
1063,1
1064,0
1065,1
1066,1
1067,1
1068,1
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,0
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,0
1091,0
1092,0
1093,1
1094,1
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,0
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,1
1113,1
1114,1
1115,1
1116,0
1117,1
1118,1
1119,1
1120,0
1121,1
1122,0
1123,1
1124,0
1125,0
1126,0
1127,1
1128,1
1129,0
1130,1
1131,1
1132,0
1133,0
1134,0
1135,0
1136,0
1137,1
1138,0
1139,1
1140,0
1141,1
1142,1
1143,1
1144,0
1145,0
1146,0
1147,1
1148,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,1
1155,1
1156,0
1157,0
1158,0
1159,0
1160,1
1161,0
1162,1
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,1
1170,0
1171,1
1172,1
1173,0
1174,1
1175,0
1176,0
1177,0
1178,0
1179,1
1180,1
1181,0
1182,1
1183,0
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,1
1191,0
1192,1
1193,1
1194,0
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,1
1202,1
1203,1
1204,0
1205,1
1206,0
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,0
1218,0
1219,1
1220,1
1221,1
1222,1
1223,0
1224,0
1225,1
1226,1
1227,1
1228,0
1229,1
1230,1
